Truth,Time,Substream_ID,Value0,Value1,Value2,Value3,Critical
A,8138,0,Male,17,172,blonde,False
C,8139,0,Male,39,159,blonde,False
D,8140,0,Male,71,171,blonde,True
B,8141,0,Male,35,220,brown,False
C,8142,0,Male,32,159,brown,False
D,8143,0,Male,74,174,blonde,True
B,8144,0,Male,34,220,blonde,False
C,8145,0,Male,34,159,brown,False
D,8146,0,Male,80,174,brown,True
B,8147,0,Male,37,208,blonde,False
A,8148,0,Male,16,169,brown,False
B,8149,0,Male,41,203,brown,False
A,8150,0,Male,18,176,blonde,False
B,8151,0,Male,43,214,blonde,False
A,8152,0,Male,16,177,blonde,False
B,8153,0,Male,45,211,blonde,False
C,8154,0,Male,37,164,blonde,False
A,8155,0,Male,25,174,brown,False
B,8156,0,Male,33,217,blonde,False
A,8157,0,Male,22,168,brown,False
C,8158,0,Male,34,157,brown,False
D,8159,0,Male,67,170,brown,True
D,8160,0,Male,72,167,blonde,True
B,8161,0,Male,38,213,brown,False
A,8162,0,Male,23,176,blonde,False
B,8163,0,Male,36,210,blonde,False
A,8164,0,Male,18,174,blonde,False
B,8165,0,Male,42,208,blonde,False
A,8166,0,Male,20,177,blonde,False
B,8167,0,Male,40,206,brown,False
A,8168,0,Male,21,168,brown,False
B,8169,0,Male,35,218,blonde,False
A,8170,0,Male,20,169,brown,False
B,8171,0,Male,37,206,blonde,False
A,8172,0,Male,20,165,blonde,False
B,8173,0,Male,45,210,blonde,False
A,8174,0,Male,17,169,brown,False
B,8175,0,Male,32,208,blonde,False
C,8176,0,Male,37,160,blonde,False
D,8177,0,Male,76,168,brown,True
B,8178,0,Male,32,211,blonde,False
A,8179,0,Male,24,178,blonde,False
B,8180,0,Male,33,206,brown,False
A,8181,0,Male,23,174,brown,False
B,8182,0,Male,33,200,blonde,False
C,8183,0,Male,33,155,brown,False
A,8184,0,Male,22,177,brown,False
B,8185,0,Male,40,204,brown,False
A,8186,0,Male,18,166,blonde,False
B,8187,0,Male,39,204,blonde,False
A,8188,0,Male,16,174,brown,False
B,8189,0,Male,39,204,blonde,False
A,8190,0,Male,20,168,brown,False
C,8191,0,Male,37,158,blonde,False
D,8192,0,Male,72,176,brown,True
D,8193,0,Male,66,168,blonde,True
B,8194,0,Male,34,209,brown,False
C,8195,0,Male,42,158,brown,False
D,8196,0,Male,73,177,blonde,True
D,8197,0,Male,74,180,blonde,True
D,8198,0,Male,79,167,brown,True
B,8199,0,Male,40,202,blonde,False
A,8200,0,Male,18,170,blonde,False
B,8201,0,Male,32,211,brown,False
A,8202,0,Male,20,170,brown,False
B,8203,0,Male,33,202,blonde,False
A,8204,0,Male,22,175,blonde,False
B,8205,0,Male,45,205,brown,False
C,8206,0,Male,42,158,blonde,False
D,8207,0,Male,78,177,brown,True
B,8208,0,Male,38,206,brown,False
A,8209,0,Male,17,176,brown,False
B,8210,0,Male,35,219,brown,False
C,8211,0,Male,44,155,brown,False
D,8212,0,Male,67,173,brown,True
D,8213,0,Male,68,166,brown,True
D,8214,0,Male,76,174,brown,True
B,8215,0,Male,33,219,blonde,False
C,8216,0,Male,42,160,blonde,False
D,8217,0,Male,71,174,brown,True
D,8218,0,Male,66,173,blonde,True
D,8219,0,Male,65,167,blonde,True
B,8220,0,Male,42,204,blonde,False
A,8221,0,Male,22,166,brown,False
B,8222,0,Male,39,201,brown,False
C,8223,0,Male,36,161,brown,False
D,8224,0,Male,80,170,blonde,True
B,8225,0,Male,32,204,brown,False
A,8226,0,Male,18,180,brown,False
B,8227,0,Male,32,218,brown,False
A,8228,0,Male,25,177,blonde,False
B,8229,0,Male,37,214,blonde,False
A,8230,0,Male,19,166,blonde,False
B,8231,0,Male,34,200,brown,False
A,8232,0,Male,24,170,blonde,False
C,8233,0,Male,43,157,blonde,False
D,8234,0,Male,74,173,blonde,True
D,8235,0,Male,76,169,blonde,True
B,8236,0,Male,43,218,blonde,False
A,8237,0,Male,22,166,brown,False
B,8238,0,Male,39,214,blonde,False
C,8239,0,Male,39,161,blonde,False
A,8240,0,Male,22,175,blonde,False
B,8241,0,Male,32,215,brown,False
A,8242,0,Male,24,179,brown,False
B,8243,0,Male,41,211,brown,False
A,8244,0,Male,24,179,blonde,False
B,8245,0,Male,38,207,blonde,False
A,8246,0,Male,18,177,blonde,False
B,8247,0,Male,38,212,blonde,False
C,8248,0,Male,33,156,blonde,False
D,8249,0,Male,72,168,blonde,True
B,8250,0,Male,42,209,brown,False
A,8251,0,Male,16,175,brown,False
B,8252,0,Male,45,217,blonde,False
C,8253,0,Male,45,160,brown,False
D,8254,0,Male,76,171,blonde,True
B,8255,0,Male,34,216,brown,False
C,8256,0,Male,38,160,blonde,False
A,8257,0,Male,18,179,brown,False
B,8258,0,Male,42,217,brown,False
A,8259,0,Male,20,165,blonde,False
C,8260,0,Male,41,163,blonde,False
D,8261,0,Male,70,178,brown,True
B,8262,0,Male,33,215,brown,False
A,8263,0,Male,16,166,blonde,False
B,8264,0,Male,41,219,brown,False
C,8265,0,Male,34,160,brown,False
D,8266,0,Male,69,173,brown,True
B,8267,0,Male,44,203,brown,False
C,8268,0,Male,45,156,brown,False
D,8269,0,Male,70,172,blonde,True
B,8270,0,Male,38,201,brown,False
A,8271,0,Male,17,176,blonde,False
B,8272,0,Male,35,217,brown,False
A,8273,0,Male,24,169,blonde,False
B,8274,0,Male,40,201,blonde,False
C,8275,0,Male,35,159,blonde,False
D,8276,0,Male,71,169,blonde,True
B,8277,0,Male,33,201,blonde,False
C,8278,0,Male,44,160,blonde,False
D,8279,0,Male,71,179,brown,True
B,8280,0,Male,43,204,brown,False
C,8281,0,Male,37,159,brown,False
D,8282,0,Male,76,165,blonde,True
B,8283,0,Male,44,207,blonde,False
A,8284,0,Male,21,178,blonde,False
B,8285,0,Male,45,209,blonde,False
C,8286,0,Male,34,157,blonde,False
D,8287,0,Male,65,173,blonde,True
D,8288,0,Male,66,170,brown,True
D,8289,0,Male,74,173,brown,True
B,8290,0,Male,37,202,blonde,False
C,8291,0,Male,35,155,blonde,False
A,8292,0,Male,19,169,blonde,False
B,8293,0,Male,35,219,brown,False
C,8294,0,Male,41,163,brown,False
D,8295,0,Male,71,167,blonde,True
D,8296,0,Male,65,169,blonde,True
D,8297,0,Male,68,168,brown,True
B,8298,0,Male,39,206,blonde,False
C,8299,0,Male,34,163,brown,False
D,8300,0,Male,75,172,blonde,True
B,8301,0,Male,38,201,brown,False
C,8302,0,Male,35,156,brown,False
D,8303,0,Male,73,173,brown,True
B,8304,0,Male,38,210,blonde,False
A,8305,0,Male,25,178,blonde,False
C,8306,0,Male,44,155,blonde,False
D,8307,0,Male,80,176,brown,True
B,8308,0,Male,44,209,blonde,False
C,8309,0,Male,32,158,blonde,False
D,8310,0,Male,68,178,brown,True
D,8311,0,Male,65,167,blonde,True
B,8312,0,Male,33,217,blonde,False
A,8313,0,Male,18,175,brown,False
B,8314,0,Male,36,212,brown,False
C,8315,0,Male,40,164,brown,False
D,8316,0,Male,76,169,brown,True
B,8317,0,Male,37,203,brown,False
A,8318,0,Male,20,166,brown,False
B,8319,0,Male,41,216,brown,False
A,8320,0,Male,20,180,blonde,False
B,8321,0,Male,43,204,blonde,False
C,8322,0,Male,41,157,blonde,False
D,8323,0,Male,76,175,blonde,True
D,8324,0,Male,71,175,blonde,True
B,8325,0,Male,37,214,brown,False
C,8326,0,Male,40,164,brown,False
D,8327,0,Male,80,175,brown,True
D,8328,0,Male,71,167,brown,True
D,8329,0,Male,73,167,brown,True
B,8330,0,Male,40,202,blonde,False
C,8331,0,Male,38,162,blonde,False
D,8332,0,Male,76,177,blonde,True
B,8333,0,Male,36,214,blonde,False
A,8334,0,Male,19,168,blonde,False
B,8335,0,Male,41,205,brown,False
A,8336,0,Male,18,180,brown,False
B,8337,0,Male,32,207,brown,False
A,8338,0,Male,25,179,brown,False
B,8339,0,Male,33,218,blonde,False
C,8340,0,Male,33,157,brown,False
D,8341,0,Male,76,179,brown,True
B,8342,0,Male,38,210,blonde,False
A,8343,0,Male,23,168,brown,False
B,8344,0,Male,35,204,blonde,False
A,8345,0,Male,17,175,blonde,False
B,8346,0,Male,36,218,blonde,False
A,8347,0,Male,19,176,brown,False
B,8348,0,Male,33,202,brown,False
A,8349,0,Male,24,170,blonde,False
B,8350,0,Male,40,206,blonde,False
A,8351,0,Male,19,165,blonde,False
B,8352,0,Male,36,216,blonde,False
A,8353,0,Male,17,167,blonde,False
C,8354,0,Male,35,158,brown,False
D,8355,0,Male,80,177,brown,True
D,8356,0,Male,69,166,brown,True
B,8357,0,Male,36,211,brown,False
A,8358,0,Male,22,174,brown,False
B,8359,0,Male,38,202,brown,False
A,8360,0,Male,24,172,brown,False
C,8361,0,Male,33,157,blonde,False
A,8362,0,Male,16,173,brown,False
B,8363,0,Male,38,217,brown,False
C,8364,0,Male,43,155,brown,False
D,8365,0,Male,79,174,brown,True
B,8366,0,Male,35,218,blonde,False
A,8367,0,Male,20,167,blonde,False
B,8368,0,Male,44,219,brown,False
A,8369,0,Male,17,179,brown,False
B,8370,0,Male,42,200,blonde,False
C,8371,0,Male,32,155,brown,False
D,8372,0,Male,78,178,brown,True
B,8373,0,Male,40,201,blonde,False
C,8374,0,Male,39,163,blonde,False
D,8375,0,Male,68,177,brown,True
D,8376,0,Male,67,171,blonde,True
B,8377,0,Male,42,211,brown,False
A,8378,0,Male,25,179,blonde,False
C,8379,0,Male,41,160,brown,False
D,8380,0,Male,71,169,brown,True
D,8381,0,Male,68,173,brown,True
B,8382,0,Male,35,211,blonde,False
A,8383,0,Male,24,171,blonde,False
B,8384,0,Male,38,214,brown,False
C,8385,0,Male,36,158,brown,False
D,8386,0,Male,77,166,blonde,True
D,8387,0,Male,66,171,brown,True
B,8388,0,Male,32,216,brown,False
C,8389,0,Male,43,159,blonde,False
A,8390,0,Male,18,173,blonde,False
B,8391,0,Male,40,218,brown,False
A,8392,0,Male,24,171,brown,False
C,8393,0,Male,35,161,blonde,False
D,8394,0,Male,75,179,blonde,True
B,8395,0,Male,34,220,brown,False
A,8396,0,Male,22,179,blonde,False
C,8397,0,Male,43,155,blonde,False
D,8398,0,Male,67,180,brown,True
D,8399,0,Male,69,176,brown,True
B,8400,0,Male,34,217,brown,False
C,8401,0,Male,45,158,blonde,False
D,8402,0,Male,78,180,brown,True
B,8403,0,Male,35,200,brown,False
C,8404,0,Male,35,161,blonde,False
D,8405,0,Male,70,167,blonde,True
B,8406,0,Male,39,213,brown,False
C,8407,0,Male,44,163,blonde,False
D,8408,0,Male,80,175,blonde,True
B,8409,0,Male,40,202,blonde,False
C,8410,0,Male,38,163,blonde,False
D,8411,0,Male,68,180,blonde,True
B,8412,0,Male,40,201,brown,False
C,8413,0,Male,45,156,brown,False
D,8414,0,Male,71,169,brown,True
B,8415,0,Male,37,200,brown,False
C,8416,0,Male,39,164,brown,False
A,8417,0,Male,19,168,blonde,False
C,8418,0,Male,41,164,brown,False
A,8419,0,Male,21,170,brown,False
B,8420,0,Male,41,220,brown,False
A,8421,0,Male,20,169,brown,False
C,8422,0,Male,32,155,brown,False
D,8423,0,Male,72,179,brown,True
D,8424,0,Male,76,175,blonde,True
B,8425,0,Male,38,212,brown,False
C,8426,0,Male,43,156,blonde,False
D,8427,0,Male,66,165,blonde,True
B,8428,0,Male,43,205,brown,False
A,8429,0,Male,18,166,brown,False
B,8430,0,Male,39,213,blonde,False
C,8431,0,Male,37,161,brown,False
D,8432,0,Male,76,166,blonde,True
D,8433,0,Male,65,178,brown,True
D,8434,0,Male,71,165,blonde,True
B,8435,0,Male,38,200,blonde,False
A,8436,0,Male,20,166,brown,False
C,8437,0,Male,38,156,blonde,False
D,8438,0,Male,79,173,blonde,True
B,8439,0,Male,43,215,blonde,False
A,8440,0,Male,21,172,brown,False
B,8441,0,Male,35,212,brown,False
C,8442,0,Male,34,164,brown,False
D,8443,0,Male,68,178,blonde,True
B,8444,0,Male,41,203,blonde,False
A,8445,0,Male,16,170,brown,False
C,8446,0,Male,41,163,brown,False
D,8447,0,Male,76,167,brown,True
D,8448,0,Male,76,178,blonde,True
D,8449,0,Male,76,165,brown,True
B,8450,0,Male,37,200,brown,False
A,8451,0,Male,18,179,brown,False
B,8452,0,Male,38,202,blonde,False
C,8453,0,Male,42,159,brown,False
D,8454,0,Male,70,166,brown,True
D,8455,0,Male,75,169,blonde,True
B,8456,0,Male,44,212,blonde,False
A,8457,0,Male,21,180,blonde,False
C,8458,0,Male,35,160,blonde,False
D,8459,0,Male,80,168,blonde,True
B,8460,0,Male,43,205,blonde,False
A,8461,0,Male,17,172,blonde,False
B,8462,0,Male,32,209,blonde,False
A,8463,0,Male,22,177,brown,False
B,8464,0,Male,40,218,brown,False
A,8465,0,Male,23,176,blonde,False
B,8466,0,Male,43,201,brown,False
A,8467,0,Male,16,180,brown,False
B,8468,0,Male,32,205,brown,False
A,8469,0,Male,25,168,brown,False
B,8470,0,Male,41,204,blonde,False
C,8471,0,Male,34,160,brown,False
D,8472,0,Male,76,175,blonde,True
B,8473,0,Male,41,215,brown,False
C,8474,0,Male,44,163,brown,False
D,8475,0,Male,66,175,brown,True
D,8476,0,Male,79,172,blonde,True
B,8477,0,Male,35,207,brown,False
A,8478,0,Male,24,176,blonde,False
B,8479,0,Male,42,204,brown,False
A,8480,0,Male,25,173,brown,False
C,8481,0,Male,33,157,blonde,False
D,8482,0,Male,77,172,brown,True
B,8483,0,Male,34,215,blonde,False
C,8484,0,Male,33,160,blonde,False
D,8485,0,Male,65,167,brown,True
B,8486,0,Male,44,214,blonde,False
C,8487,0,Male,34,162,brown,False
D,8488,0,Male,66,176,brown,True
B,8489,0,Male,44,206,blonde,False
C,8490,0,Male,44,157,brown,False
D,8491,0,Male,69,174,blonde,True
B,8492,0,Male,39,206,brown,False
A,8493,0,Male,22,177,brown,False
B,8494,0,Male,40,209,brown,False
A,8495,0,Male,24,177,blonde,False
B,8496,0,Male,41,201,brown,False
C,8497,0,Male,38,164,brown,False
D,8498,0,Male,65,168,brown,True
B,8499,0,Male,45,201,brown,False
A,8500,0,Male,19,171,blonde,False
B,8501,0,Male,39,218,brown,False
C,8502,0,Male,36,157,brown,False
D,8503,0,Male,76,173,blonde,True
B,8504,0,Male,39,203,brown,False
C,8505,0,Male,33,162,blonde,False
D,8506,0,Male,75,175,brown,True
B,8507,0,Male,44,214,blonde,False
A,8508,0,Male,23,170,blonde,False
B,8509,0,Male,42,215,blonde,False
A,8510,0,Male,25,176,blonde,False
B,8511,0,Male,34,217,blonde,False
A,8512,0,Male,20,178,brown,False
C,8513,0,Male,40,159,blonde,False
D,8514,0,Male,78,175,brown,True
D,8515,0,Male,79,179,blonde,True
D,8516,0,Male,76,172,brown,True
B,8517,0,Male,41,200,blonde,False
A,8518,0,Male,17,175,blonde,False
B,8519,0,Male,42,211,brown,False
C,8520,0,Male,37,155,brown,False
D,8521,0,Male,65,174,brown,True
B,8522,0,Male,42,208,brown,False
C,8523,0,Male,42,156,blonde,False
D,8524,0,Male,76,169,blonde,True
B,8525,0,Male,39,202,blonde,False
A,8526,0,Male,25,172,brown,False
B,8527,0,Male,36,204,blonde,False
C,8528,0,Male,39,156,brown,False
D,8529,0,Male,72,178,brown,True
B,8530,0,Male,32,200,blonde,False
A,8531,0,Male,21,175,brown,False
B,8532,0,Male,34,210,blonde,False
A,8533,0,Male,19,175,blonde,False
B,8534,0,Male,39,217,blonde,False
C,8535,0,Male,43,158,blonde,False
D,8536,0,Male,79,167,brown,True
B,8537,0,Male,45,213,blonde,False
C,8538,0,Male,43,157,brown,False
D,8539,0,Male,75,176,brown,True
B,8540,0,Male,42,207,brown,False
C,8541,0,Male,40,163,blonde,False
D,8542,0,Male,76,166,brown,True
B,8543,0,Male,38,201,blonde,False
A,8544,0,Male,16,167,blonde,False
B,8545,0,Male,38,217,brown,False
A,8546,0,Male,19,167,blonde,False
C,8547,0,Male,35,155,blonde,False
D,8548,0,Male,65,170,brown,True
D,8549,0,Male,74,178,brown,True
B,8550,0,Male,40,211,blonde,False
A,8551,0,Male,20,178,blonde,False
B,8552,0,Male,44,202,brown,False
A,8553,0,Male,21,174,brown,False
B,8554,0,Male,36,208,brown,False
A,8555,0,Male,20,171,brown,False
C,8556,0,Male,33,156,brown,False
D,8557,0,Male,79,178,blonde,True
B,8558,0,Male,38,217,blonde,False
C,8559,0,Male,37,155,brown,False
D,8560,0,Male,78,169,blonde,True
D,8561,0,Male,68,165,brown,True
B,8562,0,Male,37,209,blonde,False
A,8563,0,Male,23,171,blonde,False
B,8564,0,Male,45,215,blonde,False
C,8565,0,Male,42,162,blonde,False
D,8566,0,Male,75,170,blonde,True
D,8567,0,Male,71,177,blonde,True
B,8568,0,Male,37,215,brown,False
A,8569,0,Male,24,178,brown,False
B,8570,0,Male,36,212,brown,False
A,8571,0,Male,17,176,blonde,False
C,8572,0,Male,32,156,blonde,False
D,8573,0,Male,75,167,blonde,True
D,8574,0,Male,68,166,brown,True
B,8575,0,Male,34,201,brown,False
C,8576,0,Male,40,163,blonde,False
D,8577,0,Male,71,167,blonde,True
B,8578,0,Male,40,206,blonde,False
C,8579,0,Male,41,158,blonde,False
D,8580,0,Male,75,171,blonde,True
B,8581,0,Male,38,210,brown,False
C,8582,0,Male,37,156,brown,False
D,8583,0,Male,70,175,blonde,True
D,8584,0,Male,77,179,brown,True
B,8585,0,Male,44,201,brown,False
C,8586,0,Male,41,161,blonde,False
D,8587,0,Male,71,169,blonde,True
D,8588,0,Male,72,167,blonde,True
D,8589,0,Male,73,165,blonde,True
B,8590,0,Male,33,216,blonde,False
A,8591,0,Male,21,179,blonde,False
B,8592,0,Male,41,208,brown,False
A,8593,0,Male,20,174,brown,False
B,8594,0,Male,34,202,blonde,False
A,8595,0,Male,25,170,brown,False
B,8596,0,Male,35,210,blonde,False
A,8597,0,Male,18,170,blonde,False
C,8598,0,Male,36,160,blonde,False
D,8599,0,Male,70,173,brown,True
B,8600,0,Male,34,217,brown,False
A,8601,0,Male,16,177,blonde,False
C,8602,0,Male,35,163,blonde,False
A,8603,0,Male,23,174,blonde,False
B,8604,0,Male,43,217,brown,False
C,8605,0,Male,36,155,brown,False
D,8606,0,Male,79,166,brown,True
B,8607,0,Male,44,218,brown,False
A,8608,0,Male,22,174,blonde,False
B,8609,0,Male,37,201,blonde,False
A,8610,0,Male,24,175,blonde,False
B,8611,0,Male,36,204,blonde,False
A,8612,0,Male,25,170,brown,False
C,8613,0,Male,42,164,blonde,False
D,8614,0,Male,76,169,blonde,True
B,8615,0,Male,35,208,blonde,False
A,8616,0,Male,17,167,brown,False
C,8617,0,Male,39,161,blonde,False
D,8618,0,Male,74,172,brown,True
B,8619,0,Male,42,213,brown,False
A,8620,0,Male,18,174,brown,False
B,8621,0,Male,33,201,brown,False
C,8622,0,Male,42,158,blonde,False
D,8623,0,Male,74,165,brown,True
B,8624,0,Male,39,219,blonde,False
A,8625,0,Male,16,172,blonde,False
B,8626,0,Male,37,214,brown,False
C,8627,0,Male,42,157,brown,False
D,8628,0,Male,70,179,blonde,True
D,8629,0,Male,66,179,blonde,True
D,8630,0,Male,70,169,blonde,True
B,8631,0,Male,44,218,blonde,False
C,8632,0,Male,37,164,brown,False
D,8633,0,Male,69,177,blonde,True
D,8634,0,Male,78,173,brown,True
D,8635,0,Male,67,165,blonde,True
B,8636,0,Male,32,213,brown,False
A,8637,0,Male,22,173,brown,False
B,8638,0,Male,38,205,brown,False
C,8639,0,Male,38,164,blonde,False
D,8640,0,Male,78,177,brown,True
B,8641,0,Male,39,207,blonde,False
A,8642,0,Male,23,165,blonde,False
B,8643,0,Male,36,209,blonde,False
A,8644,0,Male,19,171,blonde,False
B,8645,0,Male,40,204,brown,False
A,8646,0,Male,19,166,brown,False
C,8647,0,Male,42,160,blonde,False
D,8648,0,Male,73,170,blonde,True
B,8649,0,Male,42,203,brown,False
C,8650,0,Male,39,164,blonde,False
D,8651,0,Male,68,170,brown,True
B,8652,0,Male,42,215,brown,False
A,8653,0,Male,22,175,blonde,False
B,8654,0,Male,35,201,blonde,False
C,8655,0,Male,33,160,blonde,False
D,8656,0,Male,66,168,blonde,True
B,8657,0,Male,37,212,blonde,False
C,8658,0,Male,45,155,brown,False
D,8659,0,Male,72,168,brown,True
B,8660,0,Male,37,216,blonde,False
C,8661,0,Male,44,157,blonde,False
D,8662,0,Male,80,170,brown,True
D,8663,0,Male,65,170,blonde,True
B,8664,0,Male,33,208,brown,False
A,8665,0,Male,24,173,brown,False
B,8666,0,Male,36,219,brown,False
A,8667,0,Male,23,171,brown,False
B,8668,0,Male,34,204,blonde,False
C,8669,0,Male,43,158,blonde,False
D,8670,0,Male,80,173,brown,True
B,8671,0,Male,35,205,brown,False
C,8672,0,Male,32,156,blonde,False
D,8673,0,Male,71,168,brown,True
B,8674,0,Male,37,219,brown,False
C,8675,0,Male,40,160,brown,False
D,8676,0,Male,67,172,brown,True
B,8677,0,Male,36,216,brown,False
A,8678,0,Male,21,175,brown,False
B,8679,0,Male,35,202,brown,False
A,8680,0,Male,25,166,blonde,False
B,8681,0,Male,42,201,brown,False
C,8682,0,Male,35,160,brown,False
D,8683,0,Male,70,176,blonde,True
B,8684,0,Male,34,217,brown,False
A,8685,0,Male,22,167,brown,False
B,8686,0,Male,36,210,blonde,False
A,8687,0,Male,16,166,brown,False
B,8688,0,Male,45,220,brown,False
C,8689,0,Male,40,156,brown,False
D,8690,0,Male,69,176,blonde,True
B,8691,0,Male,42,200,brown,False
C,8692,0,Male,41,158,blonde,False
D,8693,0,Male,76,171,brown,True
B,8694,0,Male,34,220,blonde,False
C,8695,0,Male,40,164,blonde,False
D,8696,0,Male,72,175,blonde,True
B,8697,0,Male,41,212,blonde,False
C,8698,0,Male,32,159,brown,False
D,8699,0,Male,67,165,blonde,True
D,8700,0,Male,70,176,brown,True
D,8701,0,Male,77,165,blonde,True
B,8702,0,Male,45,218,blonde,False
C,8703,0,Male,39,160,blonde,False
D,8704,0,Male,79,177,brown,True
D,8705,0,Male,80,172,blonde,True
D,8706,0,Male,72,177,brown,True
B,8707,0,Male,45,202,brown,False
A,8708,0,Male,25,165,brown,False
B,8709,0,Male,45,211,blonde,False
A,8710,0,Male,24,174,blonde,False
B,8711,0,Male,45,219,blonde,False
A,8712,0,Male,16,167,blonde,False
C,8713,0,Male,36,158,brown,False
D,8714,0,Male,69,170,brown,True
B,8715,0,Male,32,217,brown,False
A,8716,0,Male,20,168,brown,False
C,8717,0,Male,32,156,blonde,False
D,8718,0,Male,73,177,blonde,True
B,8719,0,Male,34,208,blonde,False
A,8720,0,Male,21,165,blonde,False
B,8721,0,Male,36,200,blonde,False
A,8722,0,Male,23,176,brown,False
B,8723,0,Male,42,217,brown,False
A,8724,0,Male,23,177,brown,False
B,8725,0,Male,36,217,blonde,False
A,8726,0,Male,25,179,brown,False
C,8727,0,Male,40,160,brown,False
D,8728,0,Male,74,176,blonde,True
D,8729,0,Male,76,169,brown,True
D,8730,0,Male,77,176,brown,True
B,8731,0,Male,36,204,blonde,False
A,8732,0,Male,21,180,brown,False
B,8733,0,Male,40,212,blonde,False
A,8734,0,Male,25,177,brown,False
B,8735,0,Male,32,201,blonde,False
C,8736,0,Male,38,159,brown,False
D,8737,0,Male,74,174,blonde,True
B,8738,0,Male,38,210,brown,False
A,8739,0,Male,22,178,brown,False
B,8740,0,Male,45,211,brown,False
C,8741,0,Male,44,162,brown,False
D,8742,0,Male,74,171,brown,True
B,8743,0,Male,39,218,blonde,False
A,8744,0,Male,23,169,blonde,False
B,8745,0,Male,42,204,brown,False
A,8746,0,Male,22,170,brown,False
B,8747,0,Male,38,212,brown,False
C,8748,0,Male,45,164,brown,False
D,8749,0,Male,69,165,blonde,True
D,8750,0,Male,74,173,brown,True
D,8751,0,Male,73,173,brown,True
B,8752,0,Male,32,206,blonde,False
A,8753,0,Male,25,166,brown,False
B,8754,0,Male,41,206,brown,False
C,8755,0,Male,35,161,blonde,False
A,8756,0,Male,20,177,brown,False
B,8757,0,Male,34,212,brown,False
C,8758,0,Male,35,163,brown,False
D,8759,0,Male,67,176,brown,True
B,8760,0,Male,38,218,blonde,False
A,8761,0,Male,19,171,brown,False
B,8762,0,Male,36,216,brown,False
A,8763,0,Male,19,168,brown,False
B,8764,0,Male,39,206,brown,False
A,8765,0,Male,22,171,brown,False
C,8766,0,Male,32,156,brown,False
D,8767,0,Male,77,168,brown,True
B,8768,0,Male,45,208,blonde,False
C,8769,0,Male,38,158,blonde,False
D,8770,0,Male,69,180,brown,True
B,8771,0,Male,39,207,brown,False
A,8772,0,Male,16,167,blonde,False
B,8773,0,Male,34,217,blonde,False
C,8774,0,Male,36,157,blonde,False
D,8775,0,Male,80,168,brown,True
B,8776,0,Male,44,209,brown,False
A,8777,0,Male,22,176,brown,False
C,8778,0,Male,45,160,blonde,False
D,8779,0,Male,75,179,brown,True
B,8780,0,Male,41,219,brown,False
A,8781,0,Male,20,176,blonde,False
B,8782,0,Male,33,205,brown,False
C,8783,0,Male,38,156,blonde,False
D,8784,0,Male,66,170,brown,True
B,8785,0,Male,45,206,blonde,False
C,8786,0,Male,40,155,brown,False
D,8787,0,Male,66,173,brown,True
B,8788,0,Male,41,206,brown,False
C,8789,0,Male,35,161,brown,False
D,8790,0,Male,67,180,brown,True
D,8791,0,Male,67,168,brown,True
B,8792,0,Male,41,213,blonde,False
C,8793,0,Male,34,156,brown,False
D,8794,0,Male,72,177,brown,True
B,8795,0,Male,40,209,brown,False
C,8796,0,Male,34,161,blonde,False
D,8797,0,Male,75,169,blonde,True
D,8798,0,Male,80,166,brown,True
B,8799,0,Male,43,203,brown,False
A,8800,0,Male,20,179,brown,False
C,8801,0,Male,43,158,brown,False
D,8802,0,Male,70,179,brown,True
D,8803,0,Male,69,169,blonde,True
D,8804,0,Male,76,168,blonde,True
B,8805,0,Male,41,200,brown,False
A,8806,0,Male,25,165,blonde,False
C,8807,0,Male,37,157,brown,False
D,8808,0,Male,66,165,blonde,True
B,8809,0,Male,33,215,brown,False
A,8810,0,Male,23,177,blonde,False
C,8811,0,Male,45,157,brown,False
D,8812,0,Male,80,171,brown,True
B,8813,0,Male,45,208,brown,False
A,8814,0,Male,24,172,blonde,False
B,8815,0,Male,41,202,blonde,False
C,8816,0,Male,39,161,brown,False
A,8817,0,Male,24,168,brown,False
B,8818,0,Male,37,210,brown,False
C,8819,0,Male,44,157,brown,False
A,8820,0,Male,17,167,brown,False
B,8821,0,Male,32,220,brown,False
C,8822,0,Male,39,162,blonde,False
A,8823,0,Male,24,168,brown,False
B,8824,0,Male,37,205,blonde,False
A,8825,0,Male,16,174,brown,False
B,8826,0,Male,35,200,blonde,False
C,8827,0,Male,32,160,blonde,False
D,8828,0,Male,77,179,brown,True
D,8829,0,Male,78,169,brown,True
D,8830,0,Male,71,170,blonde,True
B,8831,0,Male,32,218,brown,False
A,8832,0,Male,22,179,brown,False
C,8833,0,Male,43,163,blonde,False
D,8834,0,Male,69,178,brown,True
B,8835,0,Male,40,208,blonde,False
C,8836,0,Male,43,160,brown,False
D,8837,0,Male,67,180,blonde,True
D,8838,0,Male,70,166,brown,True
D,8839,0,Male,70,169,blonde,True
B,8840,0,Male,42,201,blonde,False
A,8841,0,Male,19,171,brown,False
B,8842,0,Male,35,214,brown,False
C,8843,0,Male,32,156,blonde,False
D,8844,0,Male,68,166,blonde,True
B,8845,0,Male,41,201,brown,False
A,8846,0,Male,22,165,blonde,False
C,8847,0,Male,44,159,brown,False
D,8848,0,Male,67,177,brown,True
B,8849,0,Male,34,220,brown,False
A,8850,0,Male,24,180,blonde,False
B,8851,0,Male,40,207,blonde,False
A,8852,0,Male,18,167,brown,False
B,8853,0,Male,37,208,blonde,False
C,8854,0,Male,38,161,blonde,False
